ID,Name,Category,Region,Url
65,L'Ecole by CCI - Campus Digital,public,Auvergne-Rhône-Alpes,www.lecole-cci.fr
66,Institut Lyfe (ex Institut Paul Bocuse),private,Auvergne-Rhône-Alpes,www.institutlyfe.com
67,EKLYA - School of business - campus de Lyon,private,Auvergne-Rhône-Alpes,www.eklya.fr
68,"ESAIL, école de design intérieur et d’architecture intérieure",private,Auvergne-Rhône-Alpes,www.esail.fr
69,3A - L'école internationale du management responsable,private,Auvergne-Rhône-Alpes,www.ecole3a.edu
70,Université Claude Bernard - Lyon 1,public,Auvergne-Rhône-Alpes,www.univ-lyon1.fr
71,VetAgro Sup - campus agronomique de Clermont,public,Auvergne-Rhône-Alpes,www.vetagro-sup.fr
72,Université Grenoble Alpes,public,Auvergne-Rhône-Alpes,www.univ-grenoble-alpes.fr
73,AgroParisTech - Centre de Clermont-Ferrand,public,Auvergne-Rhône-Alpes,www.agroparistech.fr
74,Université Jean Moulin - Lyon 3,public,Auvergne-Rhône-Alpes,www.univ-lyon3.fr
75,Institut catholique de Lyon,private,Auvergne-Rhône-Alpes,www.ucly.fr
76,Université Lumière - Lyon 2,public,Auvergne-Rhône-Alpes,www.univ-lyon2.fr
77,Ecole supérieure d'art et design de Saint-Etienne,public,Auvergne-Rhône-Alpes,www.citedudesign.com
78,Institut de management des industries de la santé (groupe IGS),private,Auvergne-Rhône-Alpes,www.imislyon.com
79,Université Jean Monnet Saint-Etienne,public,Auvergne-Rhône-Alpes,www.univ-st-etienne.fr
80,Ecole d'enseignement aux arts appliqués et à l'image,private,Auvergne-Rhône-Alpes,www.enaai.fr
81,École nationale supérieure des sciences de l'information et des bibliothèques,public,Auvergne-Rhône-Alpes,www.enssib.fr
82,Institut supérieur Architecture intérieure,private,Auvergne-Rhône-Alpes,www.cread.fr
83,Supcréa,private,Auvergne-Rhône-Alpes,www.supcrea.com
84,Ecole nationale d'ingénieurs de Saint-Etienne de l'école centrale de Lyon,public,Auvergne-Rhône-Alpes,www.enise.fr
85,Ecole nationale supérieure d'architecture de Saint-Etienne,public,Auvergne-Rhône-Alpes,www.st-etienne.archi.fr
86,Université de Franche-Comté,public,Bourgogne-Franche-Comté,www.univ-fcomte.fr
87,Institut de formation aux affaires et à la gestion,private,Bourgogne-Franche-Comté,www.ifag.com
88,École de gestion et de commerce Centre Est - campus de Chalon-sur-Saône,private,Bourgogne-Franche-Comté,www.bachelor-egc.fr
89,École supérieure de musique Bourgogne-Franche-Comté,public,Bourgogne-Franche-Comté,www.esmbourgognefranchecomte.fr
90,Ecole de management commercial de Lons-Le-Saunier,private,Bourgogne-Franche-Comté,www.emc-jura.fr
91,Université de technologie de Belfort-Montbéliard - campus de Belfort,public,Bourgogne-Franche-Comté,www.utbm.fr
92,École nationale supérieure d'art de Dijon,public,Bourgogne-Franche-Comté,www.ensa-dijon.fr
93,Institut Agro Dijon,public,Bourgogne-Franche-Comté,institut-agro-dijon.fr
94,ESTA - Ecole supérieure des technologies et des affaires de Belfort,private,Bourgogne-Franche-Comté,www.esta-groupe.fr
95,INSEEC,private,Bourgogne-Franche-Comté,www.inseec.com
96,Université de Bourgogne,public,Bourgogne-Franche-Comté,www.u-bourgogne.fr
97,École spéciale des travaux publics du bâtiment et de l'industrie - campus de Dijon,private,Bourgogne-Franche-Comté,www.estp.fr
98,École nationale supérieure d'arts et métiers - campus Arts et Métiers de Cluny,public,Bourgogne-Franche-Comté,artsetmetiers.fr
99,Burgundy School of Business,private,Bourgogne-Franche-Comté,www.bsb-education.com
100,École media art,public,Bourgogne-Franche-Comté,www.emafructidor.com
101,Ecole nationale supérieure de mécanique et des microtechniques,public,Bourgogne-Franche-Comté,www.supmicrotech.fr
102,École supérieure d'électronique de l'Ouest - campus Dijon,private,Bourgogne-Franche-Comté,www.eseo.fr
103,CESI Ecole d'ingénieurs - campus de Dijon,private,Bourgogne-Franche-Comté,www.cesi-alternance.fr
104,Institut Supérieur des Beaux-arts de Besançon,public,Bourgogne-Franche-Comté,www.isba-besancon.fr
105,Université de Rennes,public,Bretagne,www.univ-rennes.fr
106,Institut polytechnique UniLaSalle - campus de Rennes - Ecole des métiers de l'environnement,private,Bretagne,rennes.unilasalle.fr
107,CESI Ecole d'ingénieurs - campus de Brest,private,Bretagne,brest.cesi.fr
108,Ecole nationale supérieure d'architecture de Bretagne,public,Bretagne,www.rennes.archi.fr
109,Université Bretagne Sud,public,Bretagne,www.univ-ubs.fr
110,Ecole supérieure de commerce et développement - 3A,private,Bretagne,www.ecole3a.edu
111,Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire - campus de Brest,public,Bretagne,www.imt-atlantique.fr
112,Institut national supérieur de commerce des affaires et du management groupe ESCCOT,private,Bretagne,www.groupe-esccot.fr
113,Ecole nationale supérieure de techniques avancées Bretagne,public,Bretagne,www.ensta-bretagne.fr
114,Rennes School of Business,private,Bretagne,www.rennes-sb.fr
115,Ecole européenne supérieure d'art de Bretagne - site de Lorient,public,Bretagne,www.eesab.fr
116,Institut catholique d'arts et métiers - site de Bretagne,private,Bretagne,www.icam.fr
117,ECAM Rennes - Louis de Broglie,private,Bretagne,www.ecam-rennes.fr
118,Ecole nationale de la statistique et de l'analyse de l'information,public,Bretagne,www.ensai.fr
119,Université Rennes 2,public,Bretagne,www.univ-rennes2.fr
120,Institut supérieur de l'électronique et du numérique Yncréa Ouest - campus de Brest,private,Bretagne,www.isen-brest.fr
121,Institut de formation aux affaires et à la gestion,private,Bretagne,globalopencampus.com
122,MJM Graphic Design,private,Bretagne,www.mjm-design.com
123,Ecole nationale d'ingénieurs de Brest,public,Bretagne,www.enib.fr
124,Université de Bretagne Occidentale,public,Bretagne,www.univ-brest.fr
125,ESG Rennes,private,Bretagne,www.esg.fr
126,Ecole navale,public,Bretagne,www.ecole-navale.fr
127,CentraleSupélec - campus de Rennes,public,Bretagne,www.rennes.centralesupelec.fr
128,EMBA Business School,private,Bretagne,www.emba-bs.com
129,Institut Agro Rennes Angers - campus de Rennes,public,Bretagne,www.institut-agro-rennes-angers.fr
130,Ecole spéciale militaire de Saint-Cyr,public,Bretagne,www.terre.defense.gouv.fr
131,Ecole supérieure d'ingénieurs de Rennes - campus de Saint-Brieuc,public,Bretagne,esir.univ-rennes.fr
132,Brest Business School,private,Bretagne,brest-bs.com
133,Le Pont Supérieur - Pôle d'enseignement supérieur spectacle vivant Bretagne-Pays de la Loire - Site de Rennes,public,Bretagne,www.lepontsuperieur.eu
134,L'institut supérieur des arts appliqués - LISAA Rennes,private,Bretagne,www.lisaa.com
135,Ecole nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire - campus de Rennes,public,Bretagne,www.telecom-bretagne.eu
136,Institut catholique de Rennes,private,Bretagne,www.icrennes.org
137,Junia Ecole des hautes études d'ingénieur - campus de Châteauroux,private,Centre-Val de Loire,www.junia.com
138,CESI Ecole d'ingénieurs - campus d'Orléans,private,Centre-Val de Loire,ecole-ingenieurs.cesi.fr
139,Ecole nationale supérieure d'art,public,Centre-Val de Loire,www.ensa-bourges.fr
140,Ecole supérieure d'art et de design,public,Centre-Val de Loire,esadorleans.fr
141,Excelia Business School,private,Centre-Val de Loire,www.excelia-group.fr
142,École spéciale des travaux publics du bâtiment et de l'industrie - campus d'Orléans,private,Centre-Val de Loire,www.estp.fr
143,AgroParisTech - Centre d'Orléans,public,Centre-Val de Loire,www.univ-orleans.fr
144,École supérieure d'art et de design TALM-Tours,public,Centre-Val de Loire,esad-talm.fr
145,Institut supérieur du commerce de Paris,private,Centre-Val de Loire,www.iscparis.com
146,Ecole des techniques de l'image de communication,public,Centre-Val de Loire,etic-blois.com
147,Institut national des sciences appliquées Centre-Val de Loire - site de Bourges,public,Centre-Val de Loire,www.insa-centrevaldeloire.fr
148,Ecole Brassart Tours,private,Centre-Val de Loire,www.brassart.fr
149,Université de Tours,public,Centre-Val de Loire,www.univ-tours.fr
150,e-artsup Tours,private,Centre-Val de Loire,www.e-artsup.net
151,Université de Corse Pasquale Paoli,public,Corse,www.universita.corsica
152,Kedge Business School,private,Corse,kedge.edu
153,ESSCA école de management,private,Grand Est,www.essca.fr
154,CentraleSupélec - campus de Metz,public,Grand Est,www.metz.centralesupelec.fr
155,Institut national du service public,public,Grand Est,insp.gouv.fr
156,AgroParisTech - Centre de Nancy,public,Grand Est,www.agroparistech.fr
157,Ecole supérieure de commerce des 3 frontières,private,Grand Est,esc-3frontieres.fr
158,e-artsup Strasbourg,private,Grand Est,www.e-artsup.net
159,Université de Haute-Alsace,public,Grand Est,www.uha.fr
160,South Champagne Business School - Groupe Y SCHOOLS,private,Grand Est,www.scbs-education.com
161,Ecole nationale supérieure des arts de la marionnette,public,Grand Est,marionnette.com
162,EPF école d'ingénieurs généralistes - site de Troyes,private,Grand Est,www.epf.fr
163,Ecole Brassart Strasbourg,private,Grand Est,www.brassart.fr
164,Ecole de Condé Nancy,private,Grand Est,ecoles-conde.com
165,Haute école des arts du Rhin - Site d'arts plastiques de Mulhouse,public,Grand Est,www.hear.fr
166,MJM Graphic Design,private,Grand Est,www.mjm-design.com
167,École Supérieure de Tourisme site de Troyes - Groupe Y SCHOOLS,private,Grand Est,www.ecolesuperieuretourisme.fr
168,Ecole Supérieure de Tourisme site de Metz - Groupe Y SCHOOLS,private,Grand Est,ecolesuperieuretourisme.fr
169,Neoma Business School,private,Grand Est,neoma-bs.fr
170,Ecole supérieure d'art de Lorraine - site Epinal,public,Grand Est,www.esal-epinal.fr
171,Ecole supérieure de design de Troyes - Groupe Y SCHOOLS,private,Grand Est,ecolededesign.fr
172,Ecole supérieure du soudage et de ses applications,private,Grand Est,www.essa-eaps.isgroupe.com
173,École nationale supérieure d'art et de design de Nancy,public,Grand Est,ensad-nancy.eu
174,Ecole supérieure d'art et de design de Reims,public,Grand Est,esad-reims.fr
175,Université de technologie de Troyes - site de Troyes,public,Grand Est,www.utt.fr
176,Université de Reims Champagne-Ardenne,public,Grand Est,www.univ-reims.fr
177,Ecole nationale supérieure d'architecture de Strasbourg,public,Grand Est,www.strasbourg.archi.fr
178,CESI Ecole d'ingénieurs - campus de Reims,private,Grand Est,ecole-ingenieurs.cesi.fr
179,Ecole supérieure d'art dramatique du Théâtre National de Strasbourg,public,Grand Est,www.tns.fr
180,École nationale supérieure d'arts et métiers - campus Arts et Métiers de Châlons-en-Champagne,public,Grand Est,artsetmetiers.fr
181,Institut catholique d'arts et métiers - site de Strasbourg-Europe,private,Grand Est,icam-strasbourg.eu
182,Institut national des sciences appliquées de Strasbourg,public,Grand Est,www.insa-strasbourg.fr
183,Ecole nationale supérieure de cirque,public,Grand Est,www.cnac.fr
184,Université de Strasbourg,public,Grand Est,www.unistra.fr
185,Négoventis - CCI Formation EESC,private,Grand Est,cciformation-eesc.fr
186,L'iconograf,private,Grand Est,www.liconograf.com
187,ICN Business School,private,Grand Est,www.icn-artem.com
188,École nationale du génie de l'eau et de l'environnement de Strasbourg,public,Grand Est,engees.unistra.fr
189,CESI Ecole d'ingénieurs - campus de Strasbourg,private,Grand Est,strasbourg.cesi.fr
190,École nationale supérieure d'architecture de Nancy,public,Grand Est,www.nancy.archi.fr
191,Ecole supérieure d'ingénieurs des travaux de la construction de Metz,private,Grand Est,www.esitc-metz.com
192,Université de Lorraine,public,Grand Est,www.univ-lorraine.fr
193,International Business School,private,Grand Est,www.isg.fr
194,Ecole supérieure d'art de Lorraine,public,Grand Est,esalorraine.fr
195,Ecole supérieure d'art de Lorraine - Pôle Musique et Danse,public,Grand Est,cefedem-lorraine.fr
196,CESI Ecole d'ingénieurs - campus de Nancy,private,Grand Est,nancy@cesi.fr
197,L'Institut supérieur des arts appliqués - LISAA Strasbourg,private,Grand Est,www.lisaa.com
198,IG2I - Institut de Génie Informatique et Industriel,public,Hauts-de-France,ig2i.centralelille.fr
199,Institut polytechnique UniLaSalle - campus d'Amiens,private,Hauts-de-France,www.esiee-amiens.fr
200,"Ecole supérieure d'art du Nord Pas de Calais, site de Tourcoing",public,Hauts-de-France,www.esa-n.info
201,Ecole supérieure de commerce d'Amiens,private,Hauts-de-France,www.esc-amiens.com
202,Université de Picardie Jules-Verne,public,Hauts-de-France,www.u-picardie.fr
203,École nationale supérieure d'arts et métiers - campus Arts et Métiers de Lille,public,Hauts-de-France,artsetmetiers.fr
204,Ecole de gestion et de commerce de Lille,private,Hauts-de-France,www.egc-lille.com
205,École des hautes études commerciales du nord,private,Hauts-de-France,www.edhec.com
206,CESI Ecole d'ingénieurs - campus de Lille,private,Hauts-de-France,ecole-ingenieurs.cesi.fr
207,Ecole supérieure de commerce de Compiègne,private,Hauts-de-France,www.esc-compiegne.com
208,Université du Littoral Côte d’Opale,public,Hauts-de-France,www.univ-littoral.fr
209,MJM Graphic Design,private,Hauts-de-France,www.mjm-design.com
210,"AMOS - Sport Business School, campus de Lille",private,Hauts-de-France,www.amos-business-school.eu
211,Ecole supérieure de chimie organique et minérale,private,Hauts-de-France,www.escom.fr
212,Ecole supérieure musique et danse Hauts-de-France,private,Hauts-de-France,www.esmd.fr
213,Ecole du Nord,public,Hauts-de-France,www.theatredunord.fr
214,École Centrale de Lille,public,Hauts-de-France,ecole.centralelille.fr
215,Université de Lille,public,Hauts-de-France,www.univ-lille.fr
216,Université d'Artois,public,Hauts-de-France,www.univ-artois.fr
217,ESMOD International,private,Hauts-de-France,www.esmod.com
218,Institut catholique de Lille,private,Hauts-de-France,www.univ-catholille.fr
219,ENSCL - Ecole Nationale Supérieure de Chimie de Lille,public,Hauts-de-France,www.ensc-lille.fr
220,e-artsup Lille,private,Hauts-de-France,www.e-artsup.net
221,Institut polytechnique UniLaSalle - campus de Beauvais,private,Hauts-de-France,www.unilasalle.fr
222,Ecole supérieure d'art et de communication de Cambrai,public,Hauts-de-France,www.esac-cambrai.net
223,Ecole nationale supérieure Mines-Télécom Nord Europe - campus de Douai,public,Hauts-de-France,imt-nord-europe.fr
224,Ecole du management de la culture et du marché de l'art,private,Hauts-de-France,www.icart.fr
225,IPAC Bachelor Factory,private,Hauts-de-France,www.ipacbachelorfactory.com
226,Centrale Lille Institut,public,Hauts-de-France,centralelille.fr
227,ECV Creative Schools & Community,private,Hauts-de-France,www.ecv.fr
228,ITEEM,public,Hauts-de-France,iteem.centralelille.fr
229,Le Fresnoy - Studio national des arts contemporains,public,Hauts-de-France,www.lefresnoy.net
230,Université polytechnique Hauts-de-France,public,Hauts-de-France,www.insa-hautsdefrance.fr
231,Junia,private,Hauts-de-France,www.junia.com
232,École d'ingénieurs des sciences aérospatiales  - campus de Saint-Quentin,private,Hauts-de-France,www.elisa-aerospace.fr
233,Institut de formation aux affaires et à la gestion,private,Hauts-de-France,www.ifag.com
234,ESME - campus de Lille,private,Hauts-de-France,www.esme.fr
235,SKEMA Business School,private,Hauts-de-France,www.skema-bs.fr
236,Institut supérieur d'agriculture de Lille,private,Hauts-de-France,www.isa-lille.fr
237,Université de technologie de Compiègne,public,Hauts-de-France,www.utc.fr
238,Institut d'économie scientifique et de gestion,private,Hauts-de-France,www.ieseg.fr
239,Ecole supérieure d'art et de design,public,Hauts-de-France,www.esad-amiens.fr
240,Hautes études d'ingénieur,private,Hauts-de-France,www.hei.fr
241,École nationale des ponts et chaussées,public,Ile-de-France,www.ecoledesponts.fr
242,IDRAC Business School,private,Ile-de-France,idrac-bs.fr
243,Institut supérieur de biotechnologies de Paris - campus de Villejuif,private,Ile-de-France,www.supbiotech.fr
244,"Institut national du sport, de l'expertise et de la performance",public,Ile-de-France,www.insep.fr
245,Institut national supérieur de formation et de recherche pour l'éducation inclusive,public,Ile-de-France,www.inshea.fr
246,The School of Advanced Management and Finance,private,Ile-de-France,www.esam-ecoles.com
247,Institut polytechnique de Paris,public,Ile-de-France,www.ip-paris.fr
248,Université Paris Cité,public,Ile-de-France,u-paris.fr
249,Université de Versailles Saint-Quentin-en-Yvelines,public,Ile-de-France,www.uvsq.fr
250,IAE Paris - Sorbonne Business School,public,Ile-de-France,www.iae-paris.com
251,Institut d'études supérieures des arts,private,Ile-de-France,www.iesa.fr
252,Conservatoire national des arts et métiers,public,Ile-de-France,www.cnam.fr
253,École supérieure d'électronique de l'Ouest - campus Paris-Vélizy,private,Ile-de-France,www.eseo.fr
254,École nationale des sciences géographiques,public,Ile-de-France,www.ensg.eu
255,"Institut Mines-Télécom, au périmètre des écoles IMT Atlantique, Lille Douai, Albi, Alès, Mines Saint-Étienne et Institut Mines-Télécom Business school",public,Ile-de-France,www.imt.fr
256,Ecole nationale supérieure du pétrole et des moteurs,public,Ile-de-France,www.ifp-school.com
257,ICART - L'école de management de la culture et du marché de l'art,private,Ile-de-France,www.icart.fr
258,Institut de création et d'animation numériques,private,Ile-de-France,www.ican-design.fr
259,Institut protestant de théologie,private,Ile-de-France,www.iptheologie.fr
260,Ecole nationale supérieure des Arts Décoratifs,public,Ile-de-France,www.ensad.fr
261,Ecole spéciale des travaux publics du bâtiment et de l'industrie - campus de Cachan,private,Ile-de-France,www.estp.fr
262,Institut Mines - Télécom Business School,public,Ile-de-France,www.imt-bs.eu
263,École nationale vétérinaire d'Alfort,public,Ile-de-France,www.vet-alfort.fr
264,EDHEC Business School,private,Ile-de-France,www.edhec.com
265,Ecole internationale de Mode et Luxe,private,Ile-de-France,www.ecoledemode.fr
266,MJM Graphic Design,private,Ile-de-France,www.mjm-design.com
267,École nationale supérieure de paysage,public,Ile-de-France,www.ecole-paysage.fr
268,École française d'Extrême-Orient,public,Ile-de-France,www.efeo.fr
269,École des hautes études en sciences sociales,public,Ile-de-France,www.ehess.fr
270,Collège de France,public,Ile-de-France,www.college-de-france.fr
271,ESIEE Paris,private,Ile-de-France,www.esiee.fr
272,CY Cergy Paris Université,public,Ile-de-France,www.cyu.fr
273,Académie internationale de coupe de Paris,private,Ile-de-France,www.aicp.fr
274,CESI,private,Ile-de-France,www.cesi.fr
275,Arts et Métiers Sciences et Technologies,public,Ile-de-France,artsetmetiers.fr
276,Ecole nationale supérieure de création industrielle Les Ateliers,public,Ile-de-France,www.ensci.com
277,Ecole nationale supérieure d'architecture Paris-Val de Seine,public,Ile-de-France,www.paris-valdeseine.archi.fr
278,"Institut national d'enseignement supérieur pour l'agriculture, l'alimentation et l'environnement",public,Ile-de-France,www.institut-agro.fr
279,emlyon business school,private,Ile-de-France,em-lyon.com
280,Institut polytechnique des sciences avancées - campus d'Ivry-sur-Seine,private,Ile-de-France,www.ipsa.fr
281,École nationale supérieure d'informatique pour l'industrie et l'entreprise,public,Ile-de-France,www.ensiie.fr
282,Mod'art International,private,Ile-de-France,www.modart-paris.com
283,ESIEE-IT,private,Ile-de-France,www.esiee-it.fr
284,Facultés Libres de Philosophie et de Psychologie,private,Ile-de-France,www.ipc-paris.fr
285,EPSAA  L'école de communication visuelle de la Ville de Paris,public,Ile-de-France,www.epsaa.fr
286,Institut national d'histoire de l'art,public,Ile-de-France,www.inha.fr
287,Institut catholique d'arts et métiers - site de Grand Paris Sud,private,Ile-de-France,www.icam.fr
288,Webstart - Paris,private,Ile-de-France,ecole-webstart.com
289,SKEMA Business School,private,Ile-de-France,www.skema-bs.fr
290,Ecole de management Léonard de Vinci,private,Ile-de-France,www.emlv.fr
291,Rennes School of Business,private,Ile-de-France,www.rennes-sb.fr
292,Mode Estah Paris,private,Ile-de-France,www.mode-estah.com
293,ENSA Versailles,public,Ile-de-France,www.versailles.archi.fr
294,ISART DIGITAL,private,Ile-de-France,www.isart.fr
295,Université Paris 8 - Vincennes - Saint-Denis,public,Ile-de-France,www.univ-paris8.fr
296,Ecole supérieure d'économie d'art et de communication,private,Ile-de-France,www.ecole-eac.com
297,Atelier Chardon Savard,private,Ile-de-France,www.atelier-chardon-savard.com
298,Ecole normale de musique Alfred Cortot,private,Ile-de-France,www.ecolenormalecortot.com
299,École nationale supérieure d'arts et métiers - campus Arts et Métiers de Paris,public,Ile-de-France,www.artsetmetiers.fr
300,"Sciences Po, campus de Paris",public,Ile-de-France,www.sciencespo.fr
301,Université Paris sciences et lettres,public,Ile-de-France,www.psl.eu
302,Ecole supérieure des arts modernes,private,Ile-de-France,www.esamdesign.com
303,HEC Paris,private,Ile-de-France,www.hec.fr
304,Académie Charpentier,private,Ile-de-France,www.academiecharpentier.com
305,Ecole nationale supérieure d'architecture Paris Malaquais,public,Ile-de-France,www.paris-malaquais.archi.fr
306,CentraleSupélec - campus de Paris-Saclay,public,Ile-de-France,www.centralesupelec.fr
307,Beaux-Arts de Paris,public,Ile-de-France,www.beauxartsparis.fr
308,Ecole supérieure du commerce extérieur,private,Ile-de-France,www.esce.fr
309,Université Paris-Est Créteil,public,Ile-de-France,www.u-pec.fr
310,Ecole nationale de la statistique et de l'administration économique,public,Ile-de-France,www.ensae.fr
311,Université Paris-Panthéon-Assas,public,Ile-de-France,www.assas-universite.fr
312,Ecole Brassart Paris,private,Ile-de-France,www.brassart.fr
313,Kedge Business School,private,Ile-de-France,kedge.edu
314,COM'ART,private,Ile-de-France,www.comart-design.com
315,Atelier de Sèvres,private,Ile-de-France,www.atelierdesevres.com
316,Ecole supérieure d'ingénieurs des travaux de la construction de Paris,private,Ile-de-France,www.esitc-paris.fr
317,Université Sorbonne Paris Nord,public,Ile-de-France,www.univ-paris13.fr
318,Ecole nationale supérieure d'architecture de Paris Belleville,public,Ile-de-France,www.paris-belleville.archi.fr
319,Institut supérieur de gestion de Paris - International Business School,private,Ile-de-France,www.isg.fr
